what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643265883
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643271889
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643275539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411643278363
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643279224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643290791
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1411643293929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643296134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643305485
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643306341
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643310538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411643324726
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1411643330818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643333229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643339192
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411643356447
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411643360245
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411643364696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643365893
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643368993
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643369311
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411643370855
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1411643371293
