what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481746257
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1411481752408
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1411481752475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481752495
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481758700
opened,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411481771587
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411481771630
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481771720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481772069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481776835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481801531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481804910
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481805189
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481805597
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481808113
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481808931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481810305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481811007
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481814673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481815530
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1411481816295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481818457
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481819296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481819363
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481820566
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481828715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481833628
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1411481836583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481837940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481839521
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1411481842255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481844172
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481845946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1411481854090
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481855883
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481857414
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481863326
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481863992
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481869484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411481997216
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1411481998078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482000863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482004442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482004494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482006297
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1411482006630
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1411482008844
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411482019980
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482020916
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482089860
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482090183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482090786
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482091032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482091499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482091783
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482092275
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482092568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482092957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482093403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482094090
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482094493
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482094937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482095284
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482095787
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482096142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482096542
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482096866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482097217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482097540
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482097912
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482098254
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482098760
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482099012
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411482099418
