what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1411380470462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411380470480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411380473868
started,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1411380499685
started,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1411380499702
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1411380500567
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1411380500617
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1411380501018
error,log,,,"Help documentation could not be indexed completely.",1411380504369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411380512443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411380513916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411380521283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411380525798
error,log,,,"Could not write metadata for '/TetsProject'.",1411380547337
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1411380548509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411380551917
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1411380553595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411380565081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411380607646
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411380612381
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411380612504
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411380612525
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411380617696
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411380625417
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411380626057
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411380626077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411380627494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411380692694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411380694002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411380808647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411380810034
error,log,,,"Could not write metadata for '/TetsProject'.",1411380852268
