what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411318465508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411318475442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411318683789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411318687456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1411319008500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319008542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1411319016572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319022219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319030861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319034851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319035783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1411319040951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319042136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319043332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319048316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319049429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319050703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319051103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319052716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319054341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1411319059302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319066046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319068732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319072335
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319073795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319078977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319083378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319087701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319088193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319129397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319144060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319145798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319146074
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1411319151799
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1411319155881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319166900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319168284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319172842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319174065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319187796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319189209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319194300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319208017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319210843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411319230561
