what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557484520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557484885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557485496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557485988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557486679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557487123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557487669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557488039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557488576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557488840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557489347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557489637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557490188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557490500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557491002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557491324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557491839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557492199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557492743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557493039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557493740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557494049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557494617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557494916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557495720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557496165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557496675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557497185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557498016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557498434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557498964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557499298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557499889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557500134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557500658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557500913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557501399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557501715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557502217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557502496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557503066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557503354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557503877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411557504395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411558175714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411558178734
